key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
1895,"Night Terror",False,405,4,0,8,24,2975,2976,0,-1,0,0,False,False,40,False,False,False,False,False,False,True,False,False,0,True,True,2,8,0,True,0,0,0,0,0,False,30,0,400,0,0,0,5,7,0,1,0,0,0,0,False,False,1,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1896,"Scale Flakes",False,405,4,0,0,0,2814,2815,0,-1,0,0,False,False,10,True,False,False,False,False,False,False,False,False,0,False,True,3,10,0,True,0,0,0,0,0,False,0,0,0,0,0,0,5,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1897,"Exuviation",False,405,4,0,0,0,2816,2817,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,True,True,5,6,0,False,0,0,0,0,0,False,0,0,150,0,0,0,5,7,0,2,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1898,"Poison Dust",False,405,4,0,8,24,2818,2819,0,-1,0,0,False,False,10,True,False,False,False,False,False,False,False,False,0,False,True,3,10,0,True,0,0,0,0,0,False,25,0,300,0,0,0,5,7,0,1,0,0,0,0,False,False,5,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1899,"Swoop",False,405,4,0,0,0,2832,2833,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,True,True,5,6,0,True,0,0,0,0,0,False,0,0,0,0,0,0,3,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1900,"Stormwind",False,405,3,0,0,0,2827,2828,0,-1,0,0,False,False,12,False,False,False,True,False,False,False,False,False,0,True,True,3,12,0,True,0,0,0,0,0,False,0,0,150,0,0,0,5,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1901,"Climb",False,405,4,0,0,0,2831,1875,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,2,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1902,"Eerie Soundwave",False,405,3,0,8,24,2829,2830,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,True,True,5,50,0,True,0,0,0,0,0,False,35,0,300,0,0,0,5,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1903,"Plague Swipe",False,405,3,0,8,24,2823,2824,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,True,False,3,12,0,True,0,0,0,0,0,False,30,0,600,0,0,0,5,7,0,1,0,0,0,0,False,False,4,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1904,"Corrosive Gale",False,405,3,0,8,24,2825,2826,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,True,True,4,40,5,True,0,0,0,0,0,False,25,0,0,0,0,0,5,7,0,1,0,0,0,0,False,False,2,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1905,"Erosion Darts",False,405,4,0,0,0,2820,1875,0,-1,0,0,False,False,50,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,0,0,0,False,0,0,10,0,0,0,5,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1906,"Cannonball",False,405,4,0,0,0,2821,2822,0,-1,0,0,False,False,30,False,False,False,True,False,False,False,False,False,0,True,True,2,2,0,True,0,0,0,0,0,False,0,0,100,0,0,0,5,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1907,"Deadly Thrust",False,405,3,0,8,0,1115,1875,0,-1,0,0,False,False,3,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,0,0,0,False,0,0,60,0,0,0,0,0,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1908,"Claw",False,405,3,0,0,0,2740,2741,0,-1,0,0,False,False,6,False,False,False,True,False,False,False,False,False,0,True,True,3,6,0,True,0,0,0,0,0,False,0,0,30,0,0,0,1,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1909,"Bad-mouth",False,405,4,0,8,24,2742,1875,0,-1,0,0,False,False,50,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,0,0,0,False,10,0,150,0,0,0,0,0,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1910,"Kick and Scream",False,405,3,0,8,24,2743,2744,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,True,True,5,3,0,True,0,0,0,0,0,False,25,0,60,0,0,0,3,7,0,1,0,0,0,0,False,False,1,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1911,"Venom",False,405,3,0,0,0,2886,2887,0,-1,0,0,False,False,10,False,False,False,True,False,False,False,False,False,0,True,True,3,10,0,True,0,0,0,0,0,False,0,0,300,0,0,0,5,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1912,"Cursed Sphere",False,405,4,0,0,0,2888,2889,0,-1,0,0,False,False,30,False,False,False,True,False,False,False,False,False,0,True,True,2,3,0,True,0,0,0,0,0,False,0,0,100,0,0,0,5,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1913,"Death Ray",False,405,3,0,0,0,2980,1875,0,-1,0,0,False,False,6,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,0,0,0,False,0,0,60,0,0,0,5,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1914,"Hex Eye",False,405,3,0,8,24,2981,2982,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,True,True,5,3,0,True,0,0,0,0,0,False,25,0,60,0,0,0,5,7,0,1,0,0,0,0,False,False,1,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1915,"Loom",False,405,4,0,0,0,2983,1875,0,-1,1,0,False,False,40,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,0,0,0,False,0,0,150,0,0,0,0,0,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1916,"Paralyze III",False,405,2,0,8,24,2984,2985,0,-1,0,0,False,False,30,False,False,False,True,False,False,False,False,False,0,True,True,2,6,0,True,0,0,0,0,0,False,50,0,300,0,0,0,5,7,0,1,0,0,0,0,True,False,0,0,False,True,True,False,True,True,False,False,True,0,False,False,False,False,0
1917,"Briny Veil",False,405,4,0,0,0,2920,1875,0,-1,0,0,False,False,50,False,False,False,True,False,False,False,False,False,0,False,False,1,0,0,True,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1918,"Career",False,405,3,0,0,0,3069,3072,0,-1,1,0,False,False,100,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,0,0,0,False,0,0,10,0,0,0,2,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1919,"Glider Ram",False,405,3,0,0,0,3078,1875,0,-1,1,0,False,False,25,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,0,0,0,False,0,0,180,0,0,0,3,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1920,"Goblin Rush",False,405,3,0,0,0,3074,1875,0,-1,0,0,False,False,6,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,0,0,0,False,0,0,10,0,0,0,1,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1921,"Bomb Toss",False,405,3,0,8,24,3075,3080,0,-1,0,0,False,False,25,False,False,False,False,False,False,True,False,False,0,True,True,2,6,0,True,0,0,0,0,0,False,30,0,60,0,0,0,5,1,0,1,0,0,0,0,False,False,1,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1922,"Sniper Shot",False,405,3,0,10,24,3076,1875,0,-1,0,0,False,False,25,False,False,False,True,False,False,False,False,False,0,True,False,1,0,0,True,0,0,0,0,0,False,13,0,120,0,0,0,2,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1923,"Burst",False,405,3,0,0,0,3091,3092,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,True,True,4,50,3,True,0,0,0,0,0,False,25,0,10,0,0,0,5,1,0,1,0,0,0,0,False,False,2,0,False,False,False,False,False,True,False,False,True,0,False,False,False,False,0
1924,"Needle Burst",False,405,3,0,0,0,3070,3073,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,True,2,50,0,True,0,0,0,0,0,False,0,0,100,0,0,0,2,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1925,"",False,405,0,0,0,0,3071,1875,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,False,0,0,0,0,0,False,0,0,10,0,0,0,0,0,0,1,0,0,0,0,False,False,0,0,False,False,False,False,False,False,False,False,True,0,False,False,False,False,0
1926,"Barrel Toss",False,405,0,0,0,0,3077,3081,0,-1,0,0,False,False,100,False,False,False,False,False,False,True,False,False,0,False,False,2,1,0,False,0,0,0,0,0,False,0,0,10,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1927,"Ceruleum Explosion",False,405,3,0,0,0,3093,3094,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,True,True,2,8,0,True,0,0,0,0,0,False,0,0,10,0,0,0,5,1,0,1,0,0,0,0,False,False,0,0,False,False,False,False,False,True,False,False,True,0,False,False,False,False,0
1928,"Scramble",False,405,0,0,0,0,3082,1875,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,False,0,0,0,0,0,False,0,0,10,0,0,0,0,0,0,1,0,0,0,0,False,False,0,0,False,False,False,False,False,True,False,False,True,0,False,False,False,False,0
1929,"Glider Ram",False,405,3,0,0,0,3079,1875,0,-1,0,0,False,False,3,True,False,False,False,False,False,False,False,False,0,False,False,2,2,0,True,0,0,0,0,0,False,0,0,10,0,0,0,3,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1930,"attack",False,405,1,0,0,0,3083,3089,0,-1,0,0,False,False,6,True,False,False,False,False,False,False,False,False,0,True,True,4,6,5,True,0,0,0,0,0,False,0,0,10,0,0,0,2,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1931,"Flame Thrower",False,405,3,0,8,24,3084,3090,0,-1,0,0,False,False,6,True,False,False,False,False,False,False,False,False,0,True,False,3,8,0,True,0,0,0,0,0,False,0,0,10,0,0,0,5,1,0,1,0,0,0,0,False,False,5,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1932,"Bombardment",False,405,3,0,8,24,3119,1875,0,-1,0,0,False,False,100,False,False,False,False,False,False,True,False,False,0,False,False,2,5,0,True,0,0,0,0,0,False,25,0,10,0,0,0,5,1,0,1,0,0,0,0,False,False,1,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1933,"Carpet Bomb",False,405,0,0,0,0,3087,1875,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,False,0,0,0,0,0,False,0,0,10,0,0,0,0,0,0,1,0,0,0,0,False,False,0,0,False,False,False,False,False,True,False,False,True,0,False,False,False,False,0
1934,"Giant Bomb",False,405,0,0,0,0,3088,1875,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,False,0,0,0,0,0,False,0,0,10,0,0,0,0,0,0,1,0,0,0,0,False,False,0,0,False,False,False,False,False,True,False,False,True,0,False,False,False,False,0
1935,"Burst",False,405,3,0,0,0,3121,3122,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,True,True,2,12,0,True,0,0,0,0,0,False,10,0,10,0,0,0,5,1,0,1,0,0,0,0,False,False,1,0,False,False,False,False,False,True,False,False,True,0,False,False,False,False,0
1936,"Big Burst",False,405,3,0,0,0,3096,3098,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,True,2,50,0,True,2,0,0,0,0,False,0,0,10,0,0,0,5,1,0,1,0,0,0,0,False,False,0,0,False,False,False,False,False,True,False,False,True,0,False,False,False,False,0
1937,"",False,405,0,0,0,0,1378,3115,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,True,True,6,50,0,True,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1938,"",False,405,0,0,0,0,1378,3115,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,True,True,6,50,0,True,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1939,"Cermet Drill",False,405,3,0,0,0,1262,2023,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,True,True,4,6,5,True,0,0,0,0,0,False,0,0,30,0,0,0,2,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1940,"Drill Cannons",False,405,3,0,8,24,1261,1875,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,True,True,4,30,5,True,0,0,0,0,0,False,20,0,50,0,0,0,2,7,0,1,0,0,0,0,False,False,2,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1941,"Overcharge",False,405,3,0,8,24,1263,2024,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,True,True,3,8,0,True,0,0,0,0,0,False,20,0,30,0,0,0,5,5,0,1,0,0,0,0,False,False,5,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1942,"Hit and Run",False,405,3,0,0,0,1222,1875,0,-1,0,0,False,False,100,False,False,False,True,False,False,False,False,False,0,False,False,1,0,0,True,0,0,0,0,0,False,0,0,0,0,0,0,3,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1943,"Bloody Caress",False,405,3,0,0,0,2835,2836,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,True,False,3,8,0,True,0,0,0,0,0,False,0,0,0,0,0,0,3,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1944,"Thorn Whip",False,405,3,0,0,0,3107,1875,0,-1,0,0,False,False,100,False,False,False,True,False,False,False,False,False,0,False,False,1,0,0,True,0,0,0,0,0,False,0,0,0,0,0,0,2,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1945,"Floral Trap",False,405,3,0,0,0,2839,2840,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,True,False,6,45,0,True,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1946,"Devour",False,405,3,0,0,0,2841,2842,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,True,False,6,8,0,True,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1947,"Spit",False,405,3,0,8,24,2843,2844,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,5,60,0,True,0,0,0,0,0,False,30,0,0,0,0,0,5,6,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1948,"Viscid Emission",False,405,3,0,8,24,2845,1875,0,-1,0,0,False,False,100,False,False,False,True,False,False,False,False,False,0,False,False,1,0,0,True,0,0,0,0,0,False,0,0,0,0,0,0,5,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1949,"Blighted Bouquet",False,405,3,0,8,24,2846,3105,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,6,100,0,True,0,0,0,0,0,False,40,0,0,0,0,0,5,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1950,"Leafstorm",False,405,3,0,8,24,2847,2848,0,-1,0,0,False,False,100,False,False,False,False,False,False,True,False,False,0,False,False,2,50,0,True,0,0,0,0,0,False,30,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1951,"Leafstorm",False,405,3,0,0,0,2893,2894,0,-1,0,0,False,False,100,False,False,False,False,False,False,True,False,False,0,False,False,2,50,0,True,0,0,0,0,0,False,0,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1952,"Swarm",False,405,3,0,8,24,2849,1875,0,-1,0,0,False,False,100,False,False,False,True,False,False,False,False,False,0,False,False,1,0,0,True,0,0,0,0,0,False,30,0,0,0,0,0,5,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1953,"Acid Rain",False,405,3,0,8,24,2896,2897,0,-1,0,0,False,False,100,False,False,False,False,False,False,True,False,False,0,False,False,2,6,0,True,0,0,0,0,0,False,25,0,0,0,0,0,5,7,0,1,0,0,0,0,False,False,1,0,False,False,False,False,True,True,False,False,True,0,False,False,False,False,0
1954,"Rotten Stench",False,405,3,0,0,0,2851,2852,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,6,45,12,True,0,0,0,0,0,False,0,0,0,0,0,0,5,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1955,"Sharp Sting",False,405,3,0,8,24,1519,1875,0,-1,0,0,False,False,100,False,False,False,True,False,False,False,False,False,0,False,False,1,0,0,True,0,0,0,0,0,False,0,0,0,0,0,0,2,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1956,"Terminal Sting",False,405,3,0,0,0,-1,1875,0,-1,0,0,False,False,100,False,False,False,True,False,False,False,False,False,0,False,False,1,0,0,True,2,0,0,0,0,False,0,0,0,0,0,0,2,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1957,"Acid Spray",False,405,3,0,0,0,2853,1875,0,-1,0,0,False,False,100,False,False,False,True,False,False,False,False,False,0,False,False,1,0,0,True,0,0,0,0,0,False,0,0,0,0,0,0,2,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1958,"Acid Cloud",False,405,3,0,0,0,2898,2899,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,2,100,0,True,0,0,0,0,0,False,0,0,0,0,0,0,5,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1959,"Acid Ooze",False,405,3,0,0,0,2854,2855,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,5,60,0,True,0,0,0,0,0,False,0,0,0,0,0,0,5,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1960,"Tail Slap",False,405,0,0,0,0,2857,2858,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,True,False,3,10,0,True,0,0,0,0,0,False,0,0,0,0,0,0,3,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1961,"Red Lotus Blade",False,405,0,0,0,0,2859,2860,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,True,False,3,6,0,True,0,0,0,0,0,False,0,0,0,0,0,0,1,1,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1962,"Circle of Flames",False,405,0,0,0,0,2861,2862,0,-1,0,0,False,False,100,False,False,False,True,False,False,False,False,False,0,False,False,2,5,0,True,0,0,0,0,0,False,0,0,0,0,0,0,5,1,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1963,"Circle Blade",False,405,0,0,8,24,2863,2864,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,5,6,0,True,0,0,0,0,0,False,25,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,1,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1964,"Cursed Voice",False,405,0,0,8,24,2865,2866,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,6,100,0,True,0,0,0,0,0,False,20,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1965,"Petrifying Voice",False,405,0,0,0,0,2901,2902,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,6,25,0,True,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,True,False,True,0,False,False,False,False,0
1966,"Hysteric Smash",False,405,0,0,0,0,2867,1875,0,-1,0,0,False,False,80,False,False,False,True,False,False,False,False,False,0,False,False,1,0,0,True,0,0,0,0,0,False,0,0,0,0,0,0,3,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1967,"Cursed Shriek",False,405,0,0,8,24,2868,2869,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,6,100,0,True,0,0,0,0,0,False,20,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1968,"Petrifying Shriek",False,405,0,0,0,0,2903,2904,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,6,100,0,True,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,True,False,True,0,False,False,False,False,0
1969,"Petrifaction",False,405,0,0,8,25,3061,3062,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,6,60,0,True,0,0,0,0,0,False,30,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1970,"Venomous Tail",False,405,0,0,8,24,2873,2989,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,6,100,0,True,0,0,0,0,0,False,30,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1971,"Venomous Tail",False,405,0,0,0,0,2905,2906,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,5,60,0,True,0,0,0,0,0,False,0,0,0,0,0,0,5,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1972,"Tail Slap",False,405,0,0,0,0,2857,2858,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,True,False,3,10,0,True,0,0,0,0,0,False,0,0,0,0,0,0,3,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1973,"Circle Blade",False,405,0,0,8,24,2870,2871,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,5,6,0,True,0,0,0,0,0,False,25,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,1,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1974,"Bravery",False,405,0,0,0,0,2872,1875,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,False,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1975,"Shot",False,405,0,0,0,0,2874,1875,0,-1,0,0,False,False,100,False,False,False,True,False,False,False,False,False,0,False,False,1,0,0,True,0,0,0,0,0,False,0,0,0,0,0,0,2,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1976,"Aimed Shot",False,405,0,0,0,0,2875,1875,0,-1,0,0,False,False,100,False,False,False,True,False,False,False,False,False,0,False,False,1,0,0,True,0,0,0,0,0,False,0,0,0,0,0,0,2,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1977,"Arrow Deluge",False,405,0,0,0,0,2876,2877,0,-1,0,0,False,False,100,False,False,False,True,False,False,False,False,False,0,False,False,2,5,0,True,0,0,0,0,0,False,0,0,0,0,0,0,2,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1978,"Dark Sphere",False,405,0,0,0,0,2879,1875,0,-1,0,0,False,False,100,False,False,False,True,False,False,False,False,False,0,False,False,1,0,0,True,0,0,0,0,0,False,0,0,0,0,0,0,5,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1979,"Petrifaction",False,405,0,0,8,25,3061,3062,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,6,60,0,True,0,0,0,0,0,False,30,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1980,"Terror Sphere",False,405,0,0,8,24,2880,1875,0,-1,0,0,False,False,100,False,False,False,True,False,False,False,False,False,0,False,False,1,0,0,True,0,0,0,0,0,False,20,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1981,"Discipline",False,405,0,0,0,0,2947,2948,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,2,6,0,True,0,0,0,0,0,False,0,0,0,0,0,0,5,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1982,"Discipline",False,405,0,0,0,0,2949,2950,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,2,14,0,True,0,0,0,0,0,False,0,0,0,0,0,0,5,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1983,"Discipline",False,405,0,0,0,0,2951,2952,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,2,22,0,True,0,0,0,0,0,False,0,0,0,0,0,0,5,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
1984,"attack",False,405,1,0,0,0,-1,1875,0,-1,0,0,False,False,5,False,False,False,True,False,False,False,False,False,0,False,False,1,0,0,True,0,0,0,0,0,False,0,0,0,0,0,0,3,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
