key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
5620,"intelligence materia II",0,"intelligence materia II",0,1,1,0,0,"A crystal that was once believed to be capable of enhancing a piece of equipment's intelligence attribute.","Intelligence Materia II",20206,30,1,13,0,58,57,0,63,0,999,False,False,False,False,5400,120,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
5621,"intelligence materia III",0,"intelligence materia III",0,1,1,0,0,"A crystal that was once believed to be capable of enhancing a piece of equipment's intelligence attribute.","Intelligence Materia III",20207,45,1,13,0,58,57,0,63,0,999,False,False,False,False,8100,180,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
5622,"intelligence materia IV",0,"intelligence materia IV",0,1,1,0,0,"A crystal that was once believed to be capable of enhancing a piece of equipment's intelligence attribute.","Intelligence Materia IV",20208,70,1,13,0,58,57,0,63,0,999,False,False,False,False,10800,240,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
5623,"intelligence materia V",0,"intelligence materia V",0,1,1,0,0,"A crystal that was once believed to be capable of enhancing a piece of equipment's intelligence attribute.","Intelligence Materia V",20254,160,1,13,0,58,57,0,63,0,999,False,False,False,False,13500,600,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
5624,"mind materia I",0,"mind materia I",0,0,1,0,0,"A crystal that was once believed to be capable of enhancing a piece of equipment's mind attribute.","Mind Materia I",20205,15,1,13,0,58,57,0,63,0,999,False,False,False,False,2700,60,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
5625,"mind materia II",0,"mind materia II",0,0,1,0,0,"A crystal that was once believed to be capable of enhancing a piece of equipment's mind attribute.","Mind Materia II",20206,30,1,13,0,58,57,0,63,0,999,False,False,False,False,5400,120,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
5626,"mind materia III",0,"mind materia III",0,0,1,0,0,"A crystal that was once believed to be capable of enhancing a piece of equipment's mind attribute.","Mind Materia III",20207,45,1,13,0,58,57,0,63,0,999,False,False,False,False,8100,180,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
5627,"mind materia IV",0,"mind materia IV",0,0,1,0,0,"A crystal that was once believed to be capable of enhancing a piece of equipment's mind attribute.","Mind Materia IV",20208,70,1,13,0,58,57,0,63,0,999,False,False,False,False,10800,240,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
5628,"mind materia V",0,"mind materia V",0,0,1,0,0,"A crystal that was once believed to be capable of enhancing a piece of equipment's mind attribute.","Mind Materia V",20254,160,1,13,0,58,57,0,63,0,999,False,False,False,False,13500,600,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
5629,"piety materia I",0,"piety materia I",0,0,1,0,0,"","Piety Materia I",20213,15,1,13,0,58,57,0,9,16010,999,False,False,False,False,1500,27,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0,False
5630,"piety materia II",0,"piety materia II",0,0,1,0,0,"","Piety Materia II",20214,30,1,13,0,58,57,0,9,16020,999,False,False,False,False,3000,54,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0,False
5631,"piety materia III",0,"piety materia III",0,0,1,0,0,"","Piety Materia III",20215,45,1,13,0,58,57,0,9,16030,999,False,False,False,False,4500,81,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0,False
5632,"piety materia IV",0,"piety materia IV",0,0,1,0,0,"","Piety Materia IV",20216,70,1,13,0,58,57,0,9,16040,999,False,False,False,False,5000,90,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0,False
5633,"piety materia V",0,"piety materia V",0,0,1,0,0,"","Piety Materia V",20256,160,1,13,0,58,57,0,9,16050,999,False,False,False,False,6000,108,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0,False
5634,"fire materia I",0,"fire materia I",0,0,1,0,0,"A crystal that was once believed to be capable of enhancing a piece of equipment's fire resistance.","Fire Materia I",20229,15,1,13,0,58,57,0,63,0,999,False,False,False,False,1350,90,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0,False
5635,"fire materia II",0,"fire materia II",0,0,1,0,0,"A crystal that was once believed to be capable of enhancing a piece of equipment's fire resistance.","Fire Materia II",20230,30,1,13,0,58,57,0,63,0,999,False,False,False,False,2700,180,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0,False
5636,"fire materia III",0,"fire materia III",0,0,1,0,0,"A crystal that was once believed to be capable of enhancing a piece of equipment's fire resistance.","Fire Materia III",20231,45,1,13,0,58,57,0,63,0,999,False,False,False,False,4050,270,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0,False
5637,"fire materia IV",0,"fire materia IV",0,0,1,0,0,"A crystal that was once believed to be capable of enhancing a piece of equipment's fire resistance.","Fire Materia IV",20232,70,1,13,0,58,57,0,63,0,999,False,False,False,False,5400,360,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0,False
5638,"fire materia V",0,"fire materia V",0,0,1,0,0,"A crystal that was once believed to be capable of enhancing a piece of equipment's fire resistance.","Fire Materia V",20260,160,1,13,0,58,57,0,63,0,999,False,False,False,False,6750,450,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0,False
5639,"ice materia I",0,"ice materia I",0,1,1,0,0,"A crystal that was once believed to be capable of enhancing a piece of equipment's ice resistance.","Ice Materia I",20229,15,1,13,0,58,57,0,63,0,999,False,False,False,False,1350,90,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0,False
5640,"ice materia II",0,"ice materia II",0,1,1,0,0,"A crystal that was once believed to be capable of enhancing a piece of equipment's ice resistance.","Ice Materia II",20230,30,1,13,0,58,57,0,63,0,999,False,False,False,False,2700,180,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0,False
5641,"ice materia III",0,"ice materia III",0,1,1,0,0,"A crystal that was once believed to be capable of enhancing a piece of equipment's ice resistance.","Ice Materia III",20231,45,1,13,0,58,57,0,63,0,999,False,False,False,False,4050,270,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0,False
5642,"ice materia IV",0,"ice materia IV",0,1,1,0,0,"A crystal that was once believed to be capable of enhancing a piece of equipment's ice resistance.","Ice Materia IV",20232,70,1,13,0,58,57,0,63,0,999,False,False,False,False,5400,360,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0,False
5643,"ice materia V",0,"ice materia V",0,1,1,0,0,"A crystal that was once believed to be capable of enhancing a piece of equipment's ice resistance.","Ice Materia V",20260,160,1,13,0,58,57,0,63,0,999,False,False,False,False,6750,450,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0,False
5644,"wind materia I",0,"wind materia I",0,0,1,0,0,"A crystal that was once believed to be capable of enhancing a piece of equipment's wind resistance.","Wind Materia I",20229,15,1,13,0,58,57,0,63,0,999,False,False,False,False,1350,90,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0,False
5645,"wind materia II",0,"wind materia II",0,0,1,0,0,"A crystal that was once believed to be capable of enhancing a piece of equipment's wind resistance.","Wind Materia II",20230,30,1,13,0,58,57,0,63,0,999,False,False,False,False,2700,180,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0,False
5646,"wind materia III",0,"wind materia III",0,0,1,0,0,"A crystal that was once believed to be capable of enhancing a piece of equipment's wind resistance.","Wind Materia III",20231,45,1,13,0,58,57,0,63,0,999,False,False,False,False,4050,270,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0,False
5647,"wind materia IV",0,"wind materia IV",0,0,1,0,0,"A crystal that was once believed to be capable of enhancing a piece of equipment's wind resistance.","Wind Materia IV",20232,70,1,13,0,58,57,0,63,0,999,False,False,False,False,5400,360,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0,False
5648,"wind materia V",0,"wind materia V",0,0,1,0,0,"A crystal that was once believed to be capable of enhancing a piece of equipment's wind resistance.","Wind Materia V",20260,160,1,13,0,58,57,0,63,0,999,False,False,False,False,6750,450,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0,False
5649,"earth materia I",0,"earth materia I",0,1,1,0,0,"A crystal that was once believed to be capable of enhancing a piece of equipment's earth resistance.","Earth Materia I",20229,15,1,13,0,58,57,0,63,0,999,False,False,False,False,1350,90,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0,False
5650,"earth materia II",0,"earth materia II",0,1,1,0,0,"A crystal that was once believed to be capable of enhancing a piece of equipment's earth resistance.","Earth Materia II",20230,30,1,13,0,58,57,0,63,0,999,False,False,False,False,2700,180,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0,False
5651,"earth materia III",0,"earth materia III",0,1,1,0,0,"A crystal that was once believed to be capable of enhancing a piece of equipment's earth resistance.","Earth Materia III",20231,45,1,13,0,58,57,0,63,0,999,False,False,False,False,4050,270,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0,False
5652,"earth materia IV",0,"earth materia IV",0,1,1,0,0,"A crystal that was once believed to be capable of enhancing a piece of equipment's earth resistance.","Earth Materia IV",20232,70,1,13,0,58,57,0,63,0,999,False,False,False,False,5400,360,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0,False
5653,"earth materia V",0,"earth materia V",0,1,1,0,0,"A crystal that was once believed to be capable of enhancing a piece of equipment's earth resistance.","Earth Materia V",20260,160,1,13,0,58,57,0,63,0,999,False,False,False,False,6750,450,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0,False
5654,"lightning materia I",0,"lightning materia I",0,0,1,0,0,"A crystal that was once believed to be capable of enhancing a piece of equipment's lightning resistance.","Lightning Materia I",20229,15,1,13,0,58,57,0,63,0,999,False,False,False,False,1350,90,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0,False
5655,"lightning materia II",0,"lightning materia II",0,0,1,0,0,"A crystal that was once believed to be capable of enhancing a piece of equipment's lightning resistance.","Lightning Materia II",20230,30,1,13,0,58,57,0,63,0,999,False,False,False,False,2700,180,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0,False
5656,"lightning materia III",0,"lightning materia III",0,0,1,0,0,"A crystal that was once believed to be capable of enhancing a piece of equipment's lightning resistance.","Lightning Materia III",20231,45,1,13,0,58,57,0,63,0,999,False,False,False,False,4050,270,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0,False
5657,"lightning materia IV",0,"lightning materia IV",0,0,1,0,0,"A crystal that was once believed to be capable of enhancing a piece of equipment's lightning resistance.","Lightning Materia IV",20232,70,1,13,0,58,57,0,63,0,999,False,False,False,False,5400,360,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0,False
5658,"lightning materia V",0,"lightning materia V",0,0,1,0,0,"A crystal that was once believed to be capable of enhancing a piece of equipment's lightning resistance.","Lightning Materia V",20260,160,1,13,0,58,57,0,63,0,999,False,False,False,False,6750,450,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0,False
5659,"water materia I",0,"water materia I",0,0,1,0,0,"A crystal that was once believed to be capable of enhancing a piece of equipment's water resistance.","Water Materia I",20229,15,1,13,0,58,57,0,63,0,999,False,False,False,False,1350,90,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0,False
5660,"water materia II",0,"water materia II",0,0,1,0,0,"A crystal that was once believed to be capable of enhancing a piece of equipment's water resistance.","Water Materia II",20230,30,1,13,0,58,57,0,63,0,999,False,False,False,False,2700,180,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0,False
5661,"water materia III",0,"water materia III",0,0,1,0,0,"A crystal that was once believed to be capable of enhancing a piece of equipment's water resistance.","Water Materia III",20231,45,1,13,0,58,57,0,63,0,999,False,False,False,False,4050,270,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0,False
5662,"water materia IV",0,"water materia IV",0,0,1,0,0,"A crystal that was once believed to be capable of enhancing a piece of equipment's water resistance.","Water Materia IV",20232,70,1,13,0,58,57,0,63,0,999,False,False,False,False,5400,360,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0,False
5663,"water materia V",0,"water materia V",0,0,1,0,0,"A crystal that was once believed to be capable of enhancing a piece of equipment's water resistance.","Water Materia V",20260,160,1,13,0,58,57,0,63,0,999,False,False,False,False,6750,450,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0,False
5664,"heavens' eye materia I",0,"heavens' eye materia I",0,0,1,0,0,"","Heavens' Eye Materia I",20221,15,1,13,0,58,57,0,9,8010,999,False,False,False,False,1500,27,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0,False
5665,"heavens' eye materia II",0,"heavens' eye materia II",0,0,1,0,0,"","Heavens' Eye Materia II",20222,30,1,13,0,58,57,0,9,8020,999,False,False,False,False,3000,54,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0,False
5666,"heavens' eye materia III",0,"heavens' eye materia III",0,0,1,0,0,"","Heavens' Eye Materia III",20223,45,1,13,0,58,57,0,9,8030,999,False,False,False,False,4500,81,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0,False
5667,"heavens' eye materia IV",0,"heavens' eye materia IV",0,0,1,0,0,"","Heavens' Eye Materia IV",20224,70,1,13,0,58,57,0,9,8040,999,False,False,False,False,5000,90,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0,False
5668,"heavens' eye materia V",0,"heavens' eye materia V",0,0,1,0,0,"","Heavens' Eye Materia V",20258,160,1,13,0,58,57,0,9,8050,999,False,False,False,False,6000,108,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0,False
5669,"savage aim materia I",0,"savage aim materia I",0,0,1,0,0,"","Savage Aim Materia I",20221,15,1,13,0,58,57,0,9,2010,999,False,False,False,False,1500,27,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0,False
5670,"savage aim materia II",0,"savage aim materia II",0,0,1,0,0,"","Savage Aim Materia II",20222,30,1,13,0,58,57,0,9,2020,999,False,False,False,False,3000,54,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0,False
5671,"savage aim materia III",0,"savage aim materia III",0,0,1,0,0,"","Savage Aim Materia III",20223,45,1,13,0,58,57,0,9,2030,999,False,False,False,False,4500,81,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0,False
5672,"savage aim materia IV",0,"savage aim materia IV",0,0,1,0,0,"","Savage Aim Materia IV",20224,70,1,13,0,58,57,0,9,2040,999,False,False,False,False,5000,90,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0,False
5673,"savage aim materia V",0,"savage aim materia V",0,0,1,0,0,"","Savage Aim Materia V",20258,160,1,13,0,58,57,0,9,2050,999,False,False,False,False,6000,108,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0,False
5674,"savage might materia I",0,"savage might materia I",0,0,1,0,0,"","Savage Might Materia I",20221,15,1,13,0,58,57,0,9,4010,999,False,False,False,False,1500,27,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0,False
